valor_1,contratacao_1,valor_2,contratacao_2,match_palavras
FUJISAN - CENTRO DE HEMOTERAPIA E HEMATOLOGIA DO CEARA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
FUJISAN - CENTRO DE HEMOTERAPIA E HEMATOLOGIA DO CEARA,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e do
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES BEM VIVER LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES MEDICAS CARIJOS LTD,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA TRATE CENTRO DE ESPECIALIDADES LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES BEM,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES MEDICAS NOVA VIDA L,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE NEUROLOGIA E ESPECIALIDADES INTEGR,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CEM CLINICA DE ESPECIALIDADES MEDICAS E FISIO,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA VIVER CENTRO DE ESPECIALIDADES MEDICA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES MEDICAS BEM VIVER L,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES MEDICAS E FISIOTERA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CEMAP CLINICA DE ESPECIALIDADES MEDICAS E ATE,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES F L LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES SOROCABA LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ORTOPEDIA E ESPECIALIDADES FONTANA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE PSICOLOGIA E ESPECIALIDADES ESPACO,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE PSICOLOGIA E ESPECIALIDADES PARAIS,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,FLOREM CLINICA DE PSICOLOGIA E ESPECIALIDADES,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,GADRI CLINICA DE ESPECIALIDADES MEDICAS LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,IBET CLINICA DE ESPECIALIDADES E EDUCACAO CON,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,SEED CLINICA DE ESPECIALIDADES LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,M3 CLINICA DE GINECOLOGIA E ESPECIALIDADES LT,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,DERMOVISAGE CLINICA DE ESPECIALIDADES S S LTD,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,FOUR CLINICA DE ESPECIALIDADES LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA INFANTO JUVENIL JARDIM AMERICA EIRELI,rede credenciada,clinica jardim america
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES MEDICAS PRO VIDA LT,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CEMEFIS CLINICA DE ESPECIALIDADES LTDA,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,CLINICA DE ESPECIALIDADES,rede credenciada,clinica de especialidades
CLINICA DE ESPECIALIDADES JARDIM AMERICA,rede propria,SEED CLINICA DE ESPECIALIDADES,rede credenciada,clinica de especialidades
HOSPITAL LABORATORIO E BANCO DE SANGUE SAO CARLOS,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e sao
HOSPITAL LABORATORIO E BANCO DE SANGUE SAO CARLOS,rede credenciada,HOSPITAL E MATERNIDADE DE GUAR,rede propria,hospital e de
MACHADO DE MORAIS E BRAOLLOS LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e ltda
INSTITUTO DE NEURODIAGNOSTICO DO AMAZONAS,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de do
CENTRO DE DIAG EM ULTR E MED FETAL DRS GLAUCO,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
CENTRO DE DIAG EM ULTR E MED FETAL DRS GLAUCO,rede credenciada,CLIN E DIAG PRUDENTE DE MORAES,rede propria,de diag e
BV COMERCIO DE APARELHOS AUDITIV E HOSP LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e ltda
CLIMA CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLIMA CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLIMA CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
LABORMED LABORATORIO DE ANALISES E PESQUISAS,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises
IAG INSTITUTO DE ANGIOLOGIA E GASTROENTEROLOG,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e
CEFIM CENTRO DE FISIOTERAPIA DE MOSSORO,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,centro de fisioterapia
CLINICA DE ESPECIAL MEDICAS SALLUS LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE ESPECIAL MEDICAS SALLUS LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE ESPECIAL MEDICAS SALLUS LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
CLINICA E MATERNIDADE MODELO,rede credenciada,HOSPITAL E MATERNIDADE MODELO,rede propria,e maternidade modelo
SERVICOS MEDICOS MAGALHAES S/S,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,servicos medicos s
UNIDADE DE DIAG MED EM RAD INTERV E TERAPIA L,rede credenciada,CLIN E DIAG PRUDENTE DE MORAES,rede propria,de diag e
CENTRO DE ANALISES E PESQUISAS CLINICAS - LABORATORIO CAPEC,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,A M K CLINICA DE FISIOTERAPIA E TERAPIA OCUPA,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,CLIFOR CLINICA DE FRATURAS ORTOPEDIA E REABILITAÃ‡ÃƒO DE RECIFE,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,WASHINGTON CLINICA DE PRODUTO ATENDIMENTO ODO,rede credenciada,clinica atendimento de
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,A.M.K CLINICA DE FISIOTERAPIA E TERAPIA OCUPA,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,CLINICA DE PSICOLOGIA API ATENDIMENTO PSICOLO,rede credenciada,clinica atendimento de
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,A. F. CLINICA DE FISIOTERAPIA E REABILITACAO,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,A.M. REZENDE CAMPANHOLI CLINICA DE PSICOLOGIA,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,CLINICA BRASILEIRA DE PSIQUIATRIA S.A.,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,CLINICA DE ATENDIMENTO MULTIPROFISSIONAL NEUR,rede credenciada,clinica atendimento de
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,LABORATORIO DE PATOLOGIA CLINICA A FREALDO LT,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,CLINICA DE CORACAO C.V.A.P. LTDA,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,A & E CLINICA DE DESENVOLVIMENTO INFANTIL LTD,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,JAQUELINE A DE FIGUEIREDO CLINICA DE FISIOTER,rede credenciada,clinica de a
CLINICA ATTENTIS ** ATENDIMENTO DE SEGUNDA A SEXTA DE 07H AS 19H**,rede propria,CLINICA DE OLHOS DR. MOACIR CUNHA S.A.,rede credenciada,clinica de a
CENTROCOR CENTRO DE DIAGNOSTICO E CIRURGIA DO,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
CENTROCOR CENTRO DE DIAGNOSTICO E CIRURGIA DO,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,de e do
PENTEADO SERVICOS MEDICOS S S,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,servicos medicos s
CREFISIO - CENTRO DE REABILITACAO DE FISIOTERAPIA,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,centro de fisioterapia
HOSPITAL SANTA RITA LTDA,rede credenciada,HOSPITAL SANTA MONICA LTDA,rede propria,hospital santa ltda
FAM ASSISTENCIA MEDICA S S LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,assistencia medica ltda
FAM ASSISTENCIA MEDICA S S LTDA,rede credenciada,HAPVIDA ASSISTENCIA MEDICA S.A,rede propria,assistencia medica s
FAM ASSISTENCIA MEDICA S S LTDA,rede credenciada,HAPVIDA ASSISTENCIA MEDICA S.A.,rede propria,assistencia medica s
FAM ASSISTENCIA MEDICA S S LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,assistencia medica ltda
FAM ASSISTENCIA MEDICA S S LTDA,rede credenciada,HAPVIDA ASSISTENCIA MEDICA S A,rede propria,assistencia medica s
LAB DE ANAT PATOLOGICA DE MACEIO-LAB ELMANO FREITAS,rede credenciada,LAB ELT LAURO DE FREITAS,rede propria,lab de freitas
A C S DE SOUZA COMERCIO E SERVICO EIRELI,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,a s e
A C S DE SOUZA COMERCIO E SERVICO EIRELI,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,a s e
A C S DE SOUZA COMERCIO E SERVICO EIRELI,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,a s e
A C S DE SOUZA COMERCIO E SERVICO EIRELI,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,a s e
CENTRO DE DIAGNOSTICOS CONTROLE LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CENTRO DE PREVENÇÃO E REABILITAÇÃO ORAL,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de e
POSTO DE COLETA SANTO ANTONIO DE JESUS,rede credenciada,POSTO DE COLETA LIMEIRA,rede propria,posto de coleta
POSTO DE COLETA SANTO ANTONIO DE JESUS,rede credenciada,POSTO DE COLETA,rede propria,posto de coleta
POSTO DE COLETA SANTO ANTONIO DE JESUS,rede credenciada,POSTO DE COLETA LUPO,rede propria,posto de coleta
HOSPITAL BENEFICENTE SAO LUCAS DE SAO PEDRO,rede credenciada,HOSPITAL SAO LUCAS - HSL,rede propria,hospital sao lucas
LAB DAS NACOES DE ANALISES CLINICAS LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,lab clinicas ltda
LAB DAS NACOES DE ANALISES CLINICAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas
DELLA ROVERE CLINICA MEDICA SS LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
DELLA ROVERE CLINICA MEDICA SS LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CLIEM CLINICA ESPECIALIZADA DA MULHER,rede credenciada,CLINICA UNIDADE DA MULHER,rede propria,clinica da mulher
LABORATORIO SAO CAMILO SS LTDA ME,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,sao ss ltda
MR ANALISES CLINICAS SAO SIMAO LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,clinicas sao ltda
HOSPITAL DAS CLINICAS DE MINEIROS LTDA,rede credenciada,HOSPITAL DAS CLINICAS,rede propria,hospital das clinicas
HOSPITAL SAO PAULO CLINICAS ESPEC LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,sao clinicas ltda
CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,med de ltda
CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CEMEDI CENTRO MED DE DIAG POR IMAGEM LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,med de ltda
FACE DIAGNOSTICOS E SERVICOS MEDICOS S S,rede credenciada,ULTRA SOM SERVICOS MEDICOS S.A. PA UBERLANDIA,rede propria,servicos medicos s
LABORCLINICA LAB ANAL CLIN SC LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,lab anal ltda
CLINICA DE FISIOTERAPIA SILVA SC LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE FISIOTERAPIA SILVA SC LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE FISIOTERAPIA SILVA SC LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
LAB DE ANALISES CLINICA E HEMATOLOGIA DR VICE,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,de clinica e
CLINICA DE CARDIOLOGIA DR RAFAEL ZEMI LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE CARDIOLOGIA DR RAFAEL ZEMI LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE CARDIOLOGIA DR RAFAEL ZEMI LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
CDM CENTRO DIAGNOSTICO MEDICO LTDA,rede credenciada,CENTRO CLINICO DIAGNOSTICO MEDICO NOSSA SENHO,rede propria,centro diagnostico medico
HOSPITAL DE CARIDADE VARGEM GRANDE DO SUL,rede credenciada,HOSPITAL CRUZEIRO DO SUL,rede propria,hospital do sul
HOSPITAL DE CARIDADE VARGEM GRANDE DO SUL,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,hospital de do
HOSPITAL DE CARIDADE VARGEM GRANDE DO SUL,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,hospital de do
LABOR ANALISES CLINICAS SS LTDA ME,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,clinicas ss ltda
CLINICA DE FISIOTER MATEUS BARREIRA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE FISIOTER MATEUS BARREIRA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE FISIOTER MATEUS BARREIRA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
CLINICA DE FISIO CORPO E FORMA SS LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE FISIO CORPO E FORMA SS LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE FISIO CORPO E FORMA SS LTDA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
CLINICA DE FISIO CORPO E FORMA SS LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e ltda
CLINICA DE FISIO CORPO E FORMA SS LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
MASUDA E MASUDA LABORATORIO CLINICO LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,e clinico ltda
CENTRO DE IMAGENOLOGIA DO CENTRO OESTE LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CENTRO MEDICO DIAGNOSTICO DE MARILIA LTDA EPP,rede credenciada,CENTRO CLINICO DIAGNOSTICO MEDICO NOSSA SENHO,rede propria,centro medico diagnostico
CENTRO MEDICO DIAGNOSTICO DE MARILIA LTDA EPP,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,centro de ltda
CENTRO MEDICO DIAGNOSTICO DE MARILIA LTDA EPP,rede credenciada,CENTRO MEDICO BEZERRA DE MENEZES,rede propria,centro medico de
CLINICA BRAGALHA DE ENDOSCOPIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA BRAGALHA DE ENDOSCOPIA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA BRAGALHA DE ENDOSCOPIA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
INSTITUTO DE PATOLOGIA E CITOLOGIA SS,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e
FISIODERME CLINICA DE FISIOTERAPIA E ESTETICA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE DIAGNOSTICO POR IMAGEM LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
CENTRO AVANCADO DE DIAGNOSTICO POR IMAGEM TRE,rede credenciada,CENTRO AVANCADO DE FISIOTERAPIA HIGIENOPOLIS,rede propria,centro avancado de
LAB DE ANALISES CLINICAS DE PONTA PORA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,de analises clinicas
LABORCLIN LABORATORIO ANALISES CLINICAS CITOH,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio analises clinicas
SANTA CASA SAO VICENTE DE PAULO TANABI,rede credenciada,NUCLEO DE TERAPIA SÃO VICENTE,rede propria,sao vicente de
IMEDI INSTITUTO MEDICO DE PATOLOGIA E DIAGNOS,rede credenciada,INCORD INSTITUTO NEUROLOGIA E DO CORACAO DE D,rede propria,instituto de e
CLINICA DE ORTOPEDIA E TRAUMAT MEDRADO LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE ORTOPEDIA E TRAUMAT MEDRADO LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica de ltda
CLINICA DE ORTOPEDIA E TRAUMAT MEDRADO LTDA,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
CLINICA DE ORTOPEDIA E TRAUMAT MEDRADO LTDA,rede credenciada,CENTRO CLINICO E INFANTIL DE PERUIBE LTDA,rede propria,de e ltda
CLINICA DE ORTOPEDIA E TRAUMAT MEDRADO LTDA,rede credenciada,CLINIPAM CLINICA PARANAENS DE ASSIST MED LTDA,rede propria,clinica de ltda
LABORTEST LAB ANALISES CLINICAS LTDA,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,lab clinicas ltda
LABORATORIO DE ANALISES CLIN FREITAS LTDA,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises
ICM INSTITUTO DO CORACAO DE MARILIA,rede credenciada,HS COR HOSPITAL DO CORACAO DE DUQUE DE CAXIAS,rede propria,do coracao de
ICM INSTITUTO DO CORACAO DE MARILIA,rede credenciada,HOSPITAL DO CORACAO DE LONDRIN,rede propria,do coracao de
LABORATORIO SAO LUCAS DE BROTAS SS LTDA ME,rede credenciada,LAB ANAL CLINICAS SAO FRANCISCO SS LTDA,rede propria,sao ss ltda
PLENA CLINICA MEDICA E LABORATORIO LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
PLENA CLINICA MEDICA E LABORATORIO LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CLINICA DE FISIOTERAPIA E HABILITACAO ERIKA S,rede credenciada,MEDPREV - CLINICA DE SEG E MEDICINA,rede propria,clinica de e
M A F CLINICA MEDICA LTDA ME,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
M A F CLINICA MEDICA LTDA ME,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CLINICA MEDICA SANTA ANA LTDA,rede credenciada,CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
CLINICA MEDICA SANTA ANA LTDA,rede credenciada,CLINIPAM - CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA,rede propria,clinica medica ltda
HOSPITAL SAO LUCAS DE MINEIROS LTDA,rede credenciada,HOSPITAL SAO LUCAS - HSL,rede propria,hospital sao lucas
UNIPREV LABORATORIO DE ANALISES LOCACOES DE B,rede credenciada,LABORATORIO DE ANALISES CLINICAS DE ITAOBIM L,rede propria,laboratorio de analises
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SAO JOSE,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SANTA BRIGIDA S.A,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE BRIGIDA,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE AMÉRICA,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A DIVIN,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S A NOVA,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SANTA MONICA S/A,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SALVALUS,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE GUARULHOS,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE GUARULH,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE MODELO,rede propria,hospital e maternidade
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,CASA DE SAUDE E MATERNIDADE,rede propria,e maternidade de
HOSPITAL E MATERNIDADE DE ITUVERAVA,rede credenciada,HOSPITAL E MATERNIDADE SANTA M,rede propria,hospital e maternidade
SERVICOS MED E ASSIS DE BARRINHA LTDA,rede credenciada,CLINIPAM CLINIC PARANAENSE DE ASSIST MED LTDA,rede propria,med de ltda
